score,text
5.0,今日は今までに印象に残っているお店のレビュをします。過去の記憶を呼び覚ましているのでうろ覚えのとこもありますがご勘弁を もう五年も前のことになりますが、東京に就職活動に訪れた際、何店かラーメン屋巡りをしました（ｵｲｵｲ-/-/、そんなことしてたから落ちたのでは） ラーメンでこってり好きなら絶対に行ってほしいお店があります。『ラーメン二郎三田』。ここのシステムは割愛します…長くなりそうだから 笑 この日は11時に訪れましたが、前には50人以上Σ(‾□‾)！夏のすごく暑い日でした…で行列に並びひたすら待ち、２時間くらい待ったでしょうか…食券を購入（ラーメン500円也）。 周りを見渡すと…雰囲気がハンパなく重い！真剣勝負をしているような…そして私にも時がやってきた…さて、ん！？ナニコレΣ(‾□‾)！？このハンパない量…食いきれるわけねぇ 汗 とにかくスープを一口…ﾝﾏ(°∀°)ー。少し甘みのあるスープに背脂がたくさん浮いている。たしかにこりゃコッテリだわい。麺は…これでもかってくらいの太麺。量にして300㌘以上はある…チャーシューもゴロゴロ塊が…ｻｲｼｮは旨いのだが…だんだんと…苦しい…そしてギブアップ…リベンジを誓い店を後にした
4.6,麻薬的な魅力のラーメン。　増殖を続けるラーメン二郎の本店が三田の慶応大学前にあります。　すでに使い古されたフレーズ…「二郎という食べ物」。これを出す本家は今はなき「東池袋大勝軒」同様に親父さんが作るそれは別格の美味さのラーメンでした。　お店はかな～り古い三角形の建物の1階。汚いと聞いていたのですが、決してそんなことはない。年月を積み重ねた重みをむしろ感じ、内装はきちんときれい。床がネチョネチョしたり、滑ったりすることはないし、カウンターも安心して触れます。　歴史を感じさせる慶応大学関連のグッズの多いこと。かなりの人がここから旅立っていったことがうかがえます。05年3月9日の来訪。　10時過ぎで客席は数席空きが。普段は行列だそうですが、平日のこの時間であれば行列はなくすんなり座れました。　親父さんは明るく始終店員と喋っていますが、その会話が人柄や親しみやすさを生んで雰囲気はすこぶる良い。扉がない分空気のとおりがよく豚の嫌な臭いなどもこもっていません。豚入り 600円　券売機でラーメン500円と豚入り600円を購入しました。　ラーメンはたしかに二郎のそれの構成。　典型的な丼にあふれんばかりの野菜が盛られたラーメンに巨大な豚肉の塊。　大きな寸胴にあふれんばかりに詰め込まれて煮られているとんこつと野菜がベースのベージュ色のスープは驚くほどに美味。油も多いし背脂も浮いているがとにかく臭みはないし、化学調味料の嫌な甘みも感じられない。本店に対する思い込みかとじっくり味わってみるが、やはり暖簾分け店とはまったく違うその旨さで、他で駄目だった家内が美味しいといって食べているではありませんか!　麺は自家製らしく平たい太麺で芯が残っていて、がっつり食べられる。麺を売りにしていてもボソボソしたものを出す店のと違い、この麺は口当たりがよいなあ。親父さんが平ざるで湯切りしていたけど、あれだけ大量の麺でよくこんな感じに仕上げられるものだ。手際が違うのだろうな。　野菜も新鮮な感じでさっぱり美味しい。ブタは100円でどうしてこんなに量が増えるのか謎なくらい入っているが、きちんと脂身はトロリと柔らかく、肉には色の割りにしっかり醤油の味がしみこんでいて美味しい。　申し訳ないことに量が多くて全部食べられませんでしたが大満足です。
3.5,北浦和の某店に行くついでに朝ラーメンを堪能しました。お店には、９時1５分前に着きましたが前に８人の列びが・・・。とは言え、この程度は並びとは言わないですよね？コチラなら。次の予定が有るので小ラーメンにニンニクと脂のコールで頂きます。以前に来たときは、もっとショッパイ味だったと思うのですが、今回は脂の層があるのにしっかり出汁が取れた優しいスープ。コレなら朝から食べてもＯＫです。麺もチョイデロで食べ易かった。流石、聖地と言った処か？４月からは又出張が多くなりそうなので次回も朝ラーメンを狙って行きたいー！！
3.2,平日11時来店も安定の行列15分ほどで入店できましたラーメン600円ニンニク無し脂少なめ野菜増し湯気がもうもう野菜だけでもたっぷり結構なボリューム山盛り野菜を食べ終え脂も柔らかなチャーシュー以前食べた新宿こたき？？店さんはチャーシューしっかり目ゴワゴワで自分的に苦手でしたが三田本店のは柔らかくパクパク平らげました麺は太麺スープと絡んでボリュームたっぷりです♪600円でこのボリュームと満足感はすごい食べるの時間かかりましたが作るのは手際よく早めでお腹いっぱいあったかいラーメンが食べられる(わたしは完全に二郎初心者ですが)人気の理由がわかる気がしました。ごちそうさまでした！
3.5,月曜日18時30分頃にラーメン600円ニンニク入りを食べました。チャーシューは厚切りが2枚、野菜はたっぷり、太麺でしっかり入っています。コスパは大変良かった。ただ、店先に着いてから席に座る迄、30分以上かかりました。２０人以上は並んでいました。あまりパキパキ客をサバクことなく雑談しながら、マイペースで仕事をしているようにみえました。
3.8,二郎系の豚星に行ったので古典回帰ということで二郎へ。午前11時5分前に到着1人前にいるだけですぐに入れました。味に関しては甘い、しょうゆだれに、ぎっとりスープそこに太平面のスープがありおいしいですね。まぁ、この味に関しては好みは確実に存在するでしょう。なので、淡麗系のラーメンなどのさっぱりしたものが好きな人はお勧めしません。学生時代に行っていたときにはあまりわかりませんでしたがこの店＝店長は、客、そして店がある街への愛情があふれてますね。メニューを間違え、小銭がない常連さんには、そのままグレードアップしてあげたり店の前を歩く幼稚園児を温かく見守る店長と店員との会話、いやぁ、長い間愛される理由がわかりました。
3.7,最近、二郎系の店に対する印象が今ひとつであることが多く、二郎自体を否定しそうに気分になっていました。そこで、行ってきました。元祖のラーメン二郎三田本店。これが日本中をインスパイアした総帥の二郎なのですね。最近の二郎に対するネガティブなイメージなんか一蹴してしまいました。黄色い札の辻「豚ラーメン」に、コールは「野菜ニンニク！」。小麦感の強い極太麺をワシワシと食べ、分厚い豚を濃いめのスープに沈めて脂が柔らかくなったところでいただきます。(豚の端っこが入っていると「ラッキー！」と感じますね)二郎はお作法に厳しいとの印象がありましたが、ここは味や見た目のインパクトだけでなく、スタッフの人柄も繁盛の秘訣なんだと再認識した次第です。時間を作って訪問した甲斐があるお店です。
3.7,訳あって三田を訪問。その帰りに聖地初見参。11時40分頃に到着するとすでに10名くらいの行列です。せっかく来たので待ちます。20 分程待ち中へ。5分程で提供です。脂、にんにくを注文。豚2枚の上に野菜が乗り全貌が見えません。中から麺を掘り出し食べます。作る姿や盛り付けは豪快ですがしっかりと整った味です。ただし脂はいらなかったかと。スープの上に脂の層ができていました。まだ良く混ざっていないのでにんにく側を食べるとやはりにんにくはマストアイテムであると感じます。にんにくの香りが強烈になるため仕事などの際は外さなくてはというレベルですが美味しいです。そして見えてきた豚2枚ですが、チャーシューではなく豚の表現があっています。ポークソテークラスの厚みでこれだけで満腹になりそうです。麺も美味しく、スープもコクがあり最後まで飽きる事なくいただけました。
4.0,半年に一度のイベントの帰りに、空きっ腹に注入するならここ！10時半くらいに到着して、この日はやや並びは少なかったものの、それでも15分待ちくらいかな。豚入りラーメン 700円野菜マシマシ × 辛めにて。美味しゅうございました！
4.0,ラーメン二郎 三田本店こちらは私の思い出の詰まったお店です上京して初めて行ったラーメン店であり近くに住んでいた頃に最後に行った店であり独身最後に行った店となります何杯ここのラーメンを食べ何時間並び何キロカロリーを摂取したのかはわかりません思い出補正がかかりますがやはり聖地と言われるここ三田本店のラーメンは他店舗とは比較にならないオーラがあります上ブレ下ブレなんてないいつもそれがスタンダードな本店だと思ってます
3.7,平日午前ランチタイム前で既に数名の行列。並んで、着席し、着丼するまで15分弱。初二郎は本店で…と思い来てみましたがさすが。この時間で並ぶとは…普通でにんにくだけ少なめ。圧巻のボリュームですが、味はさすが美味い！もっと無骨な味を想像してましたが、意外とまろやか。これは行ける！と思ったのは甘く…全然麺が減らない…が、なんとか完食しました。お腹は満腹です。これで600円はコスパ素晴らしい。
4.0,2019.10.31　初来店10時過ぎに到着して、行列に並んだ。店内のカウンター席に着席するまで、30分かかった。ラーメン600円を発券機で購入。野菜、アブラ、ニンニク半分で注文。ラーメン登場。見た目、600円で、この圧倒される量。味もちょい濃い目で、野菜食べるにはちょうどよい。豚は、厚切り。でも、柔らかくて美味い。三田本店に来て、二郎の魅力が初めてわかった。感動で言葉なし。
3.5,【所感】職場から数分。近いけど混んでるイメージなのでなかなか行けなかったですが、ようやく行けました。雨の日は空いているとの噂で、雨の日の11時頃に来店。それでも8名くらいは並んでいました。店内までは10分ちょっとの待ち時間でした。【料理・味】とりあえず初めてなのでラーメン。にんにくあり、やさい少なめにしました。しかし、このやさい少なめが失敗。自分はコロッケなどでもソースをベチャベチャになるくらいかけるタイプですが、それでも濃いと思うくらい味が濃かったです。これは完全にやさいと絡めて食べるように設計されています。コッテリというより、ガツンと濃さとニンニクしっかりと言う感じでした。【雰囲気】店内は狭くさくっと食べて出る感じです。【CP】小でもボリュームしっかりあるものの600円とコスパは良いです。
5.0,染み渡る聖地の味。今から30年前、大学の時に通いつめたお店。当時は別の場所で奥さまと２人で営業されてました。開店前から並ぶ、シャッター二郎もよくやり、奥さまが、そのシャッターを開けてました。値段は小で300円、小豚で350円、小ダブルで400円、大はプラス30円だったかな？とにかく安かった。今回は小600円。その頃に比べれば高くなりましたが、それでも良心的ですね。年なので、何も増さず、アブラとカラメをコール。変わらない。もう、美味しいとかそんな言葉では表現できません。満足しました。
3.0,浅草線 三田駅から徒歩8分、ジロリアンの聖地「ラーメン二郎 三田本店」を参拝。土曜日の開店前8時15分に行きましたが、既に30人以上、車で通りすぎた時より10人は増えています。聖地は朝から異様な雰囲気。ほどなく開店、入店に40分かかりました。ラーメン600円、麺半分、ニンニク少なめ。ほどなく着丼。麺半分でも大盛に見えます。クタクタのキャベツ、もやしが柔らか目の麺と絡んで食が進みます。十数年ぶりの聖地巡礼、山田総帥のご尊顔を拝することもできて最後まで美味しく頂きました。山田総帥の「ニンニク入れますか～？」の有り難い御言葉に合掌！
3.7,年齢的にもある程度覚悟をしなければ気軽に訪れることはできないお店13:00頃に着いたためか入店までは20分程でした今日も総帥のトークがラジオ代わりとこだまする食券を出してニンニクと応えると店員さんが盛りつけたラーメンを器に手で押し込む溢れるスープここからは気を抜かずにただひたすら食べ続ける今日はなんだか満腹感が早くやってきた…それでも無心にすすり続けるなんとか完食できました
3.0,1大ラーメン2チャーシューが柔らかくて、甘すぎなくて、かなり好みだったが、スープや麺の味付は、期待しすぎていたためか、普通だと思いました。3かなり多かったです。(食べきれなかったです)4味付けは、期待しすぎていた節があるが、店主はじめスタッフ方々の対応は、丁寧で気持ち良かったので好印象でした。
4.0,いつお見かけしても、笑顔の絶えない総師。本日は大のニンニク アブラいつもより多めの麺が有難いモチムニュッとして、豚も柔らかくて味が染みてる隅豚に感謝豚追加すれば良かったと後悔するも、素晴らしい一杯に感謝です。総師万歳
3.7,9:00頃に着いて5名待ちの列に接続。ヤサイ、アブラで注文。やっぱり旨い！600円で、このボリュームにこの旨さ。コスパも半端なく良くて最高です。本店は、豚の脂の旨味、醤油のコク、野菜のシャキシャキ感、豚チャーシューなど他店よりバランスが良いように思います。自家製太麺の茹で加減も今日は少し硬めだったので良かったです。朝から大満足です。現在の食べログ3.75は妥当だと思います。※評価点の過去最高が4.0で最低が3.0です。
3.2,初訪問。券売機。600円。少な目で、と伝える。萌やしが、こんもりと盛られているのが特徴的で、分厚い豚肉のチャーシューが、２つあり、見た目にもなかなかのボリューム！麺は、少な目でしたぁー。平打ちの柔らかい麺だなぁ〜、という印象で、思ったより、消化的には、重くはない…とはいえ、やっぱり多いし、徐々にパンチあるスープが、ショッぱいと感じ、個人的には、後半キツかったぁー。でも、やっぱり人気店だけあって、旨味の余韻がしっかりと残っており、トータル的な満足度は、かなり高いと思います。ご馳走様でした。
4.1,全てはここから始まった。かれこれ十数年通う聖地。本店はブレも大きいですが、アタリの時はヤバイのでいつも楽しめる！親父さんのいい加減な麺上げや盛付けの職人技を眺めるのがまたいい！親父さんの笑い声・トークを聞きにまた通います！
3.0,上野に折角行くのだからとこちらのお店へ。行列に並んだのは久しぶり、待ったのは２０分と少し。食券を買うタイミングがわからなかったのですが、先頭に立った時に購入しました。若い店員さんに愛想よく案内されて着席。そしてあっと言う間にニンニク入れますか？と尋ねられる。煮豚、大きなのがふた切れ。片方の脂身が凄くておののく。そういえばレンゲというものが見当たらない。スープはやはり僕には濃い、本当は薄めで作って貰いたいのだけど我儘言うならば始めっから来なければ良いとの声もあるので寡黙に頂きます。それにしてもレンゲがないと左手のポジションが定まらないなあ。中洲のような土地とはいえ港区で頑張ってるこちらのお店。６００円という破格のラーメンを食べるために駐車場代、９００円を支払うという慶應大学の経済学部の人には首を捻られそうなお昼となりました。
4.0,==== 2016年5月 訪問 ====もう何度訪れたか分かりませんが、久々の再訪です。総帥はずっと調理場に立ち続けられてらっしゃるし、雰囲気も味もお客さんのマナーやモラルも変わらず、もはや日本を代表する名店のひとつだと信じてます。==== 2007年9月 訪問 ====ご存じ、天下のラーメン二郎の総本山です。ファンにここまで高きモラルとロイヤルティとを与えたビジネスメソッド、近年ではありえません。いろんな意味でお手本となるべき存在かと。そしてブレも含め、味も雰囲気も大好きです。
3.4,ラーメン二郎本店にやってきた！ずーっと行きたかったお店。並ぶこと20分くらい、、、ドキドキしながら注文店員さんめっちゃ優しい。豚肉うますぎ！量おおすぎ！これで600円は破格だよしかし、味的には好みではなかった
4.0,小豚700円野菜ニンニク昔は軽く食えたが今回は大かと思うほど多く感じた脂身だらけの豚が多いせいかも昔から二郎の中でも味がしっかりしているイメージだったが、スープもチャーシューも味が濃い食べた直後の非爽快感はやはり二郎もう食べないと思ったが多分また来るだろう次回あればノーマルラーメン
2.8,おいーーーーす！ラーメン二郎の本店へ来てみました。 お昼過ぎで20人待ちくらい。  大学の目の前にあるので学生が大半をしめてました。   着座すると常連の掛け声がw   普通で注文すると、麺が多い。 太麺で野菜まであると大盛りですね！
4.2,歌舞伎町や高田馬場のお店にはそこそこ通っていたのですが，東京出張3食目は，初めて二郎の本店にお邪魔しました。予習をして，とりあえず券を買う段で「小で」，とその後の「ニンニク少なめで」というセリフを胸に秘めて。平日＆雨の日＆朝10時にもかかわらず，すでに満席でびっくりしました。さすがの本店です。インスパイア系が世に溢れるなか，やはり本店，初めて二郎を食べたときの感覚が蘇り，大げさにいえば電気が走るような。600円でこの衝撃は，やはり凄いですね。御見逸れしました。
4.1,この日は誕生日。頑張った自分へのご褒美ということで聖地三田に来ました。12時着で待ちは10人程度。以外に少ないなと思ったけど店出たら30人以上並んでました。。。おやっさんはいるけど若いあんちゃんが二郎を作っている。おやっさんは後方待機。帽子かぶっているの初めて見た。似合ってますねー男前です。★小ラーメン 600円コールはヤサイニンニクカラメ。相変わらずすごい盛りですね。港区の一等地でこの量で600円ですからね。本当すごい。スープは非乳化タイプで分厚い脂の層ができています。麺は丁度いい茹で加減やはり量はすごい。ヤサイはキャベツの量が多いですね。マジで美味い。ブタは神豚とまではいかないですがいい出来です。デカイのが2枚入ってました。やはり聖地は違いますね。最高に美味しかったです。
3.5,慶應義塾大学のすぐそばにあります。店内はカウンターのみ昼過ぎに訪問（待ち15人）待ち時間20分程度待ちが5人になったら食券を買って待機店内から声をかけられるので食券を見せます。（この時麺半分などのオーダー可能）店内に入り、麺が茹で上がるタイミングでニンニクは入れますか？と聞かれるのでお好みでオーダー（個人的にはニンニク入りがオススメ）この他にも、野菜多めor少なめ油多めなどのオーダーもできる様です。素人なので普通のニンニク入りにしました。普通でも麺はかなり多い印象チャーシューも大きめ2枚入っていてがっつり流石は三田本店がっつり美味いですねご馳走さまでした。次は麺半分で行こう
3.5,平日時間もお昼の部ギリなのもあり珍しく並びがない二郎の匂いにつられて訪問久しぶりの二郎 やっぱり美味い老舗 わざわざ二郎の解説する間でもないですがいつ食べても満腹～満足～。チャーシューは個人的に推しの二郎があるんで本店のチャーシューは……。でも美味しく頂きました。
3.3,初めて行きました。並ぶのは覚悟でしたが、30人待ちは流石に予想してなかった。並び出しておおよそ1時間で着丼。座ってからの着丼の早さに驚く。カウンター雛壇に置かれるけど持ち方が分からず戸惑う。重い。そしてすげぇ迫力に圧倒される。気持ちがもう既に負けてる。完敗。食っても食っても減らない。器に入る量を超えた野菜、麺、豚、そしてスープ。そのせいだろう。カウンターのテーブルが少し手前に傾いている。これは事前情報には無かった。テーブルに置いたiPhoneが滑り落ちるのはちょっと、、、腹を減らして行きましたが、たぶん半分くらいしか食えませんでした。器の底を見たかったけど、きっと器の底は井戸みたいになってるんだ。んなもん食い切れる訳がないだろ。なめんなよ二郎！！！おれは人間じゃー！！！！！
-,昨晩からなにも食べていなくペコペコ。さてどれにしよう？豚入りラーメン700円に。ならぶこと30分オヤジさんは奥で仕込みと客の対応に。オペレーション早くなりましたね。女性客も多くなった印象。しかし、神はいますね。うまい
4.0,前々から気になっていたラーメン屋！！ラーメン二郎三田本店に行って来ました！！ラーメン二郎はめちゃくちゃ好きで家が新宿ということもあり歌舞伎町店によく行ってました！三田本店は朝8時半からやっていてオーナー健在でお客さんをさばいていました！またラーメンは麺とスープがよく絡み合い美味しかったです！
2.5,三田『ラーメン二郎 三田本店』ラーメン。土曜の14時15分に訪問。30人待ちです。回転は悪くなく15時00分に着席と同時に着丼です。二郎は新宿店しか行ったことないですが、店舗により何かとシステムが違うようです。ここでは、⓵食券は行列の先頭近くになったら購入、⓶先頭から5人が麺の量を聞かれる、⓷ラーメン提供時に「ニンニク入れますか？」と聞かれるのでその時点でニンニク以外のトッピングの希望も伝える（所謂コール）、という流れ。麺半分とニンニク少しにしましたが、相変わらず量が多いですね( ^ω^ )しばらくは二郎系はいいかな( ^ω^ ) #ラーメン #らーめん #つけ麺 #らぁ麺 #とんかつ #かつ #三田 #二郎
3.3,以前から気になっていたラーメン二郎の三田本店！いつも行列のイメージ、、、だから避けていたがこの日は二郎のお腹になっていたので覚悟を決めて来店！予想通り15人ほど並んでいた、、(だよね)二郎大好き人間と来店したため並んでる間にレクチャーを受けやっと入れた（笑）店内には大学生からいかにも二郎大好きそうな男性から、まさかの女性の姿も！席に座るとすぐに出てきたが、ちょっと麺がのびとった。前のお客さんがなかなか食べるのが遅かったからか(残念)ラーメンは評判通り美味しい！また食べたいと思った！少し気になったのが野菜をモリモリにしたお客さんがいてスープをスタッフが当たり前のように捨て、ベタベタの器での提供、、、それが二郎か、それでも来たいと思うのが二郎かと思った♪♪
3.0,土曜日の朝、8時20分ぐらいにお店に到着しましたが、すでにお店は開いている？ようで、店の外に20人ぐらいの行列でした。30分ぐらい待って、お店の中へ。二郎系と呼ばれるものも食べたことはなく、本店がデビュー戦です。ラーメン小を注文、ニンニクは入れてもらいました。麺は太く、ごつごつしていて、チャーシューもスープも美味しいのですが、とにかく脂が強烈でした。朝から何も食べず、結構空腹で行ったのですが、途中から胃もたれ気味になり、結局少し残しました。九州出身で、豚骨ラーメンは2店はしごしてもスープまで完食できますが、二郎さんはムリでした。オッサンには厳しかったです。隣に1人で来ていた若い女性は、大盛を平然と平らげていました。スゴいな～初めての人はラーメン小、麺少なめを注文することを強くオススメします
4.2,やはり本店、とてつもなく旨いです。最近は全増しで頂いておりますが、何と言ってもラーメンにおけるチャーシュー嫌いの自分を大好きにさせて頂きました。本社移転の為、中々お邪魔させて頂くことが少なくなるかと思いますが、変わらないでいて欲しいものです。
3.5,8:30ちょうどに店に着いたところ、すでにオープンしていて満席。その上9人待ちでした。本日も熱中症注意の暑い暑い夏の日です。朝8:30といっても暑い、キツイ。しかし20分ほどで店に入り座る。野菜の上にチャーシューをのせてさらに野菜をのせるというのがいい感じでした。エアコンなし、水は氷なしです。　チャーシューは、ぶた入りだけあってスライス3枚と固まり1個とこればかりはすごかった。醤油がきっちり効いているのが特長です。それにしても聖地巡礼ではありませんが、三田本店で1杯をいただけたことはうれしいことでした。
4.3,言うまでもなくラーメン二郎の総本山。暑い中、東京タワーから歩いて行きました（笑）。三田本店は朝も早くからやってるので、並びを避けたい人は10時前を狙うのがいいかもしれません。何が嬉しいって二郎のにおいがちゃんとするですよね（笑）。今は違うらしいですが、カネシ醤油とモヤシが混ざったようなにおいが「あぁ二郎に来たなぁ」という気分にさせてくれるのです。まだまだ現役で厨房に立たれてる創業者のオヤジさんの二郎を食べられて嬉しかった。小ダブルを注文。非乳化のスープに背脂がたっぷり。なんかもう端っことか色々な豚がゴロゴロ投入。豚にきちんと醤油がしみて、非乳化のスープと合わさってもう最高。麺をすすって、スープ飲んで、豚食べて。二郎ってやっぱりこれだよなと感無量。
3.2,今日は朝から慶応三田キャンパス東講堂でセミナー受講。次の予定もあり早めにランチとなったが、どうせ無理かと二郎を訪問。誰も並んでいなかったので休み？と思ったらやっていた。たまたまほんの一瞬の出来事ですぐに列ができていた。二郎は多分自分には無理だろうと避けてきたが、本店なので試しに初挑戦。名物ご主人はじめ店員さん達の接客がすごく丁寧だった。いわゆる小にしたがやはり量は多く、完食にはあとすこしで断念。味はほぼ想定通りの美味しさ。
3.3,19時前に来店、待ち14人20分くらい待って着席小ラーメン600円豚入り100円増し大50円増し今日は200円増しの豚Wは売り切れ大ブタ入りラーメン750円を注文食券時、固め注文コールは、野菜、ニンニク本店は振れが大きいですね。麺は固めコールにも関わらず、柔らかめ大でも少ないスープは、乳化なし、しょっぱめ豚はやわらか最後まで美味しく完食。ただ、足らない。。。今度は総帥いる開店時にでも来よう。
4.0,梅雨のジメジメした時期には二郎の脂をすすりたくなるもの。ランチではなかなか時間も取れないので、本店の朝営業に行くことに。この日は朝7時半に到着。シャッター一番乗り、これは幸先が良い。約1時間並ぶことになるが、スープを煮込む匂いを嗅ぎながら優雅な朝を過ごすことができた。8時半前に開店。事前に注文を聞いてくれていたため、着席即着丼。この日はマイルド目な味わい。ニンニクを入れられないのが残念だが、代わりにアブラカラカラにして甘みと塩っ気を楽しむ。量はやや少なめだったが、寝起きの胃袋の目覚めにはちょうどよかった。昨今、世界には悲しいニュースが多いが、朝から大ラーメンを食べられる幸せを噛みしめる。徐々に満たされていく胃袋と、それに反比例して丼の中から麺が無くなっていく寂しさが絡み合う螺旋階段。仕事とは人生とは、と出勤前に考えさせられるこの日の一杯であった。
3.9,人生２度目のラーメン二郎三田本店さん。3年ぶりくらいかな～。最近やたらに食べたくなってしまって、友人誘って行ってきました。ご馳走するから行こうぜ～的な感じで。600円じゃん！っと突っ込まれたのはご愛敬。時間が早いのか、はたまた雨のせいか、運よく並ばず入れました。ラッキー！頼んだのはラーメン600円！待つこと数分して登場。お～久しぶりや～。もやしがパね～。脂もパね～。そして、麺を一口！うまい！！麺 独特やな～。食べても食べてもなくならない。そして、ようやくの完食！残ったスープは1/3くらい脂でした。強烈やな～。ということで、ごちそうさまでした。３年くらいたったら、また行きたいです。
4.0,遅くに訪問のため、豚切れを起こしており、あえなく小。
3.8,同じラーメン二郎でも、麺の茹で加減やスープのうま味など、さすがは本店と感動。各地の二郎を食べ歩いている人によると負けずと美味しい店もあるらしいが・・少なくとも自分がこれまで訪問した数店舗のなかではダントツでした。ご馳走様です。
3.5,半年ぶり2回目の『ラーメン二郎 三田本店』です！今回の到着時刻は昼どきのため凄い行列です…三角州を折り返して店の裏まで並んでます(ﾟoﾟ;;待つこと約1時間でようやく店内へ。相変わらず狭い店内に床はベトベトですね笑おや、今日は総帥 山田拓美氏が店に出られています✨お目にかかれて光栄です‼︎コールは前回と同じ、野菜、カラメ、アブラです♪さぁ、一気に食します！！二郎は最初は美味しいです^ ^次第に満腹中枢が…やばい…(-｡-;…顎は疲れたし、お腹もいっぱいに…こうなったら、あの手しか無い！『ラーメン二郎 横浜関内店』で使った裏ワザ、スープに野菜と麺を隠す！これしかない笑前回は完食出来たのに…店員さん、すみません。
3.8,久々の二郎。仕事場から帰ろうとした時、先輩からお誘いが。というわけで予定にはありませんでしたが、久々の二郎です。三田は本店だけあってか、外の並びもハンパじゃありませんでした。1時間半くらい待って入店。私がよく知ってる二郎の味がそこにはありました。豚の旨味と甘味たっぷりのスープ、分厚いチャーシュー、うどんみたいな麺、これでもかというほどのキャベツともやし…美味しかったです。他のお店にも行ってみようかな…ご馳走様でした。
4.0,ラーメン二郎の聖地、三田本店に来ました！食べてみたかった！9時半到着。10人ほど並んでました。並んでる途中で券を購入。ラーメン600円にしました。20分弱で着席、ほどなく着丼でした。コールはニンニクです。麺の量は変えられますが、デフォルトです。うひゃー！うまそー！天地返ししない派なので、まずは野菜もむしゃむしゃと。クッタリ目ですね。さて、麺は、ワシワシですが、すごく硬いわけでもなく食べやすい！麺に絡みつくスープの味がうまいです。醤油がキリっとしすぎてなくて、私好み。豚はほどよくしっかり。けっこう大きかった！後半、ちょっとキツかったですが、食べきりました。満足。いやー、おいしかったです。これこそが二郎ですよね。また食べたいなぁ。そして、息子さん？の接客が丁寧でよかったです。親父さんも元気で頑張ってほしいですね。ごちそうさまでした！
4.0,所謂、二郎インスパイア系や二郎系には行ったことはあるものの二郎自体に行った事がなかったため機会があればと思い、日曜でも朝から開いていることを利用して昼前に行ってみました。並んでいても結構回転が早く数分であと3〜4人になったところで店内の食券機で小の方を購入して待つこと数分で入店です。ラーメン小のにんにく少なめを注文しましたが、それでも普通の店の大盛り並み。コシのある自家製麺は食べ応え充分で、もやし、キャベツ、スープそしてにんにくそれぞれが一見大雑把に投入されているようで、それぞれが麺にしっくりときて飽きが来ず無我夢中で完食です。かなり中毒性のある美味しいラーメンでした。
3.2,二郎４店目で、ついに本店の味を食べる事が出来ました！店内には待つ場所がないので、外に並んでいるお客さんが純粋に待ち人数になります。平日18：30頃行きましたが、12人ほどが並んでいました。40分ちょっとで入れました。店内の座席もテーブルも非常に狭かったです。麺の中から肉の塊が２個飛び出てきました。流石二郎と感心させられました。麺は結構柔らかめで、スープはまさに二郎スープでした。
4.0,たまには本店に巡礼に行こうかと 少し時間帯を外して行って三田〜 ぷっこの時間は電車も空いていてすこぶる調子が良い〜 三田から歩いて程なく、文教地区近傍 黄色い看板 ２４時間戦えますかっ エネルギアな雰囲気ぷんぷん さーいくどーおっと今日は行列もナッシー 左上のラーメンを購入 直ぐ座れたラッキーオヤジさんのゴッドハンドがテキパキと麺を茹で上げトッピング たまに出し先など間違える不完全さがたまらない〜固め少なめを言う人が多い 黙してオーダー ニンニクオッケ いやはやお腹いっぱいである！大満足の巻でした〜 出る頃は行列５、６名チャーシューのパンチラッキー力 たまらーん ご馳走様でした〜！！！
3.5,ラーメン at ラーメン二郎 三田本店平日のランチタイムは外した14時くらいに訪問したがあいかわらずすごい行列。仕事中なのでニンニク無しで。豚骨ベースの少し乳化したスープに丸みのあるカエシ。脂はギトギトでジャンキー。麺は二郎特性の平打ちでビロビロ。こんなに柔らかかったかなと思いながら次は固め行ってみようと。チャーシューは脂身が多く半分くらいしか食べられなかった。。野菜は茹でたキャベツともやしがガッツリ。小でおなかパンパンになる。でもやっぱり二郎はニンニク入れてなんぼだなと実感したので、次は麺固めニンニク入りに決定！
3.2,東京観光のついでに三田本店に行ってきました。慶応義塾大学の正門の近くという立地もあって歴史や伝統という雰囲気が感じられるいいところにありました。夕方６時くらいでしたが、会社勤め帰り風の男性が寒い中お店の外で５人ぐらい並んでいました。順番が回ってくる一人前くらいに自動販売機であまり油っぽいものは苦手なため、普通のラーメンを購入しました。　そして自分の順番を呼んでもらいカウンターに着席し初めて食べることが出来ました。さすがに聞いていたとおりボリウムがあって、麺は太めでスープはこだわりの味、そして大きなチャーシューも入っていて美味しくいただくことが出来ました。　次回は姉妹店も行ってみたいと思います。
3.7,この日は五反田から高輪に続く桜田通りをテクテク久々の二郎三田本店奇跡的にスッと入店(*^_^*)厨房から襲ってくる熱気がこれまた楽し小ラーメン+ニンニク今回でまだ２回目ですが前回よりもマイルド乳化スープカエシは前回食べたよりもアッサリに感じたのは体調のせいかなしっとりした平打ち麺をワシワシ食べるのがとっても幸せ肉はちょいパサ気味だったけど噛み応え十分で味付け具合は最高総帥もお元気そうでホッとしました疲れ気味の身体にエネルギー充電ＯＫご馳走様でした<(_ _)>
4.5,麺かためヤサイニンニクアブラ朝のキリッとしたスープクタ気味ヤサイに豚と端豚ゴロゴロおいしい10年振り｡｡｡7時過ぎに並んでオヤジさんの麺上げで食べる朝の三田なんだか実家に帰ったみたいにホッとしました(笑)
